Entry,Entry name,Status,Protein names,Gene names,Organism,Length
B1AA16,B1AA16_HUMAN,unreviewed,Gastric cancer hepatocellular carcinoma suppressor 1 variant,HCCS1,Homo sapiens (Human),422
U6BKV7,U6BKV7_HUMAN,unreviewed,TP53 (Fragment),TP53,Homo sapiens (Human),45
L0EQP1,L0EQP1_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),107
B2RE48,B2RE48_HUMAN,unreviewed,"cDNA, FLJ96928, highly similar to Homo sapiens candidate tumor suppressor protein (LOC57107), mRNA",,Homo sapiens (Human),399
B9UCQ3,B9UCQ3_HUMAN,unreviewed,Hyaluronan-mediated motility receptor (Fragment),HMMR,Homo sapiens (Human),22
Q9P119,Q9P119_HUMAN,unreviewed,Adenomatosis polyposis coli tumor suppressor (Fragment),APC,Homo sapiens (Human),208
L0EQY4,L0EQY4_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),99
D1LYX3,D1LYX3_HUMAN,unreviewed,Truncated tumor suppressor protein P16,CDKN2A,Homo sapiens (Human),142
Q1HGV0,Q1HGV0_HUMAN,unreviewed,Mutant p53 tumor suppressor (Fragment),TP53,Homo sapiens (Human),37
Q5GRH6,Q5GRH6_HUMAN,unreviewed,Inhibitor of growth protein,ING2,Homo sapiens (Human),418
L0ERJ3,L0ERJ3_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),99
B1AL12,B1AL12_HUMAN,unreviewed,Leucine zipper putative tumor suppressor 2 (Fragment),LZTS2,Homo sapiens (Human),220
B4E1N4,B4E1N4_HUMAN,unreviewed,"cDNA FLJ61695, highly similar to Glioma tumor suppressor candidate region gene 2 protein",,Homo sapiens (Human),614
A4GW75,A4GW75_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),77
B2ZAH2,B2ZAH2_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),,Homo sapiens (Human),39
D5KL87,D5KL87_HUMAN,unreviewed,p53 (Fragment),TP53,Homo sapiens (Human),45
B4E095,B4E095_HUMAN,unreviewed,Cellular tumor antigen p53,,Homo sapiens (Human),197
A0A087X1Q1,A0A087X1Q1_HUMAN,unreviewed,Cellular tumor antigen p53,TP53,Homo sapiens (Human),234
L0EQ03,L0EQ03_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),107
B2ZAH3,B2ZAH3_HUMAN,unreviewed,TP53 (Fragment),,Homo sapiens (Human),39
J3KP33,J3KP33_HUMAN,unreviewed,Cellular tumor antigen p53,TP53,Homo sapiens (Human),343
L0EPX4,L0EPX4_HUMAN,unreviewed,Tumor suppressor p53 (Fragment),TP53,Homo sapiens (Human),100
B4E013,B4E013_HUMAN,unreviewed,"cDNA FLJ57014, highly similar to Glioma tumor suppressor candidate region gene 2 protein",,Homo sapiens (Human),369
A0A087WZU8,A0A087WZU8_HUMAN,unreviewed,Cellular tumor antigen p53,TP53,Homo sapiens (Human),382
B7Z3B4,B7Z3B4_HUMAN,unreviewed,"cDNA FLJ50534, highly similar to Tumor protein p73",,Homo sapiens (Human),185
L0ERK8,L0ERK8_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),99
B5AKF7,B5AKF7_HUMAN,unreviewed,Mutant p53 tumor suppressor (Fragment),TP53,Homo sapiens (Human),46
H3K404,H3K404_HUMAN,unreviewed,p53 protein (Fragment),,Homo sapiens (Human),89
U6BHU6,U6BHU6_HUMAN,unreviewed,TP53 (Fragment),TP53,Homo sapiens (Human),45
L0EQ89,L0EQ89_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),99
L0ENG6,L0ENG6_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),107
A0A087WXZ1,A0A087WXZ1_HUMAN,unreviewed,Cellular tumor antigen p53,TP53,Homo sapiens (Human),182
D5KL90,D5KL90_HUMAN,unreviewed,p53 (Fragment),TP53,Homo sapiens (Human),93
B1PZ15,B1PZ15_HUMAN,unreviewed,Tumor protein p53 (Fragment),TP53,Homo sapiens (Human),37
Q6Q320,Q6Q320_HUMAN,unreviewed,Tumor suppressor candidate 3 isoform a (Fragment),TUSC3,Homo sapiens (Human),49
Q8WY26,Q8WY26_HUMAN,unreviewed,Candidate tumor suppressor protein (Fragment),LRP1B,Homo sapiens (Human),46
G8I0D8,G8I0D8_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (EC 2.3.2.27),BRCA1,Homo sapiens (Human),1863
D6RA37,D6RA37_HUMAN,unreviewed,Tumor suppressor candidate 3,TUSC3,Homo sapiens (Human),289
Q6IT77,Q6IT77_HUMAN,unreviewed,p53 tumor suppressor (Fragment),,Homo sapiens (Human),39
B4DYN0,B4DYN0_HUMAN,unreviewed,"cDNA FLJ51574, weakly similar to Mus musculus mitochondrial tumor suppressor 1 (Mtus1), transcript variant 2, mRNA",,Homo sapiens (Human),305
Q5EBR9,Q5EBR9_HUMAN,unreviewed,Adenomatous polyposis coli protein (Fragment),APC,Homo sapiens (Human),17
S5M207,S5M207_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),115
A5JUM9,A5JUM9_HUMAN,unreviewed,Truncated adenomatosis polyposis coli tumor suppressor (Fragment),APC,Homo sapiens (Human),98
Q8IWT5,Q8IWT5_HUMAN,unreviewed,Testin-related protein TRG,,Homo sapiens (Human),38
B2ZAH4,B2ZAH4_HUMAN,unreviewed,TP53 (Fragment),,Homo sapiens (Human),39
Q16397,Q16397_HUMAN,unreviewed,EWS/WT1 fusion protein (Fragment),EWS1/WT1,Homo sapiens (Human),24
Q5EEK4,Q5EEK4_HUMAN,unreviewed,Adenomatous polyposisi coli (Fragment),APC,Homo sapiens (Human),16
A0A1D8V7A7,A0A1D8V7A7_HUMAN,unreviewed,TP53 (Fragment),TP53,Homo sapiens (Human),96
Q6QQE4,Q6QQE4_HUMAN,unreviewed,Tumor suppressor candidate 3 (Fragment),TUSC3,Homo sapiens (Human),16
S5LMI5,S5LMI5_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),78
Q7L4X7,Q7L4X7_HUMAN,unreviewed,Glioma tumor suppressor candidate region gene 2 (Fragment),,Homo sapiens (Human),474
B4DMH2,B4DMH2_HUMAN,unreviewed,Cellular tumor antigen p53,,Homo sapiens (Human),368
B4DND9,B4DND9_HUMAN,unreviewed,"cDNA FLJ58318, highly similar to Glioma tumor suppressor candidate region gene 2 protein",,Homo sapiens (Human),426
Q32W77,Q32W77_HUMAN,unreviewed,Deleted in lung and esophageal cancer 1 transcript varient 2 (Fragment),DLEC1,Homo sapiens (Human),12
Q5J875,Q5J875_HUMAN,unreviewed,GUGU gamma form,GUGU,Homo sapiens (Human),317
A0A0U1RQC9,A0A0U1RQC9_HUMAN,unreviewed,Cellular tumor antigen p53,TP53,Homo sapiens (Human),410
