Entry,Entry name,Status,Protein names,Gene names,Organism,Length
Q9UE56,Q9UE56_HUMAN,unreviewed,Proto-oncogene c-sis for PDGF B chain (platelet-derived growth factor),,Homo sapiens (Human),40
M9Z0T2,M9Z0T2_HUMAN,unreviewed,Ret proto-oncoprotein (Fragment),RET,Homo sapiens (Human),41
Q14219,Q14219_HUMAN,unreviewed,Protein tyrosine kinase (Fragment),tec,Homo sapiens (Human),119
Q5JYJ5,Q5JYJ5_HUMAN,unreviewed,Proto-oncogene DBL (Fragment),MCF2,Homo sapiens (Human),528
B3CJB9,B3CJB9_HUMAN,unreviewed,V-myc myelocytomatosis viral oncogene homolog (Fragment),MYC,Homo sapiens (Human),252
J7HAX1,J7HAX1_HUMAN,unreviewed,NANOGP8,NANOGP8,Homo sapiens (Human),305
Q59HC8,Q59HC8_HUMAN,unreviewed,V-raf murine sarcoma 3611 viral oncogene homolog variant (Fragment),,Homo sapiens (Human),188
V9GZJ8,V9GZJ8_HUMAN,unreviewed,RB1 protein (Fragment),RB1,Homo sapiens (Human),39
O75810,O75810_HUMAN,unreviewed,ErbB-3 R1 (Fragment),c-erbB-3,Homo sapiens (Human),80
Q15839,Q15839_HUMAN,unreviewed,Ufo protein (Fragment),ufo,Homo sapiens (Human),28
W8W3P4,W8W3P4_HUMAN,unreviewed,Mas-related G protein-coupled receptor A,MGRA,Homo sapiens (Human),325
Q6PQ81,Q6PQ81_HUMAN,unreviewed,Putative tumor suppressor Dkk-3/REIC,DKK3,Homo sapiens (Human),350
Q3T7C7,Q3T7C7_HUMAN,unreviewed,tRNA isopentenylpyrophosphate transferase isoform 1 (EC 2.5.1.8),TRIT1,Homo sapiens (Human),411
J7H416,J7H416_HUMAN,unreviewed,NANOGP8,NANOGP8,Homo sapiens (Human),305
Q86SR6,Q86SR6_HUMAN,unreviewed,"ELK1, member of ETS oncogene family (Fragment)",,Homo sapiens (Human),454
J7H4A9,J7H4A9_HUMAN,unreviewed,NANOG (Fragment),NANOG,Homo sapiens (Human),138
B4DV85,B4DV85_HUMAN,unreviewed,"cDNA FLJ53211, highly similar to A-Raf proto-oncogene serine/threonine-protein kinase (EC 2.7.11.1)",,Homo sapiens (Human),472
H0YJM3,H0YJM3_HUMAN,unreviewed,Proto-oncogene c-Fos (Fragment),FOS,Homo sapiens (Human),83
Q3T7C6,Q3T7C6_HUMAN,unreviewed,tRNA isopentenylpyrophosphate transferase isoform 2,TRIT1,Homo sapiens (Human),178
Q8IZG5,Q8IZG5_HUMAN,unreviewed,SS18/SSX2 fusion protein (Fragment),SS18/SSX2 fusion,Homo sapiens (Human),39
J7HAW9,J7HAW9_HUMAN,unreviewed,NANOGP8,NANOGP8,Homo sapiens (Human),305
Q59GR2,Q59GR2_HUMAN,unreviewed,"ELK1, member of ETS oncogene family variant (Fragment)",,Homo sapiens (Human),507
Q13848,Q13848_HUMAN,unreviewed,Bcr/c-abl oncogene protein (Fragment),,Homo sapiens (Human),144
J7H427,J7H427_HUMAN,unreviewed,NANOGP8 (Fragment),NANOGP8,Homo sapiens (Human),130
Q9UMI7,Q9UMI7_HUMAN,unreviewed,MYB DNA binding protein (c-myb) (Fragment),,Homo sapiens (Human),47
F8TLS5,F8TLS5_HUMAN,unreviewed,Proto-oncogene tyrosine-protein kinase receptor Ret (EC 2.7.10.1),RET,Homo sapiens (Human),1114
Q14007,Q14007_HUMAN,unreviewed,C-has/bas p21 protein (Fragment),,Homo sapiens (Human),37
Q8NFE8,Q8NFE8_HUMAN,unreviewed,Ret proto-oncogene (Fragment),RET,Homo sapiens (Human),38
B3CJ82,B3CJ82_HUMAN,unreviewed,V-myc myelocytomatosis viral oncogene homolog (Fragment),MYC,Homo sapiens (Human),267
Q2MD46,Q2MD46_HUMAN,unreviewed,B-cell linker protein (Fragment),BASH BLNK SLP65,Homo sapiens (Human),209
Q59EP4,Q59EP4_HUMAN,unreviewed,Mel transforming oncogene variant (Fragment),,Homo sapiens (Human),152
A0A024R804,A0A024R804_HUMAN,unreviewed,"V-maf musculoaponeurotic fibrosarcoma oncogene homolog K (Avian), isoform CRA_a",MAFK hCG_18899,Homo sapiens (Human),156
I7H119,I7H119_HUMAN,unreviewed,"RAB2, member RAS oncogene family-like (Fragment)",RGL2 Z97184.1-002,Homo sapiens (Human),268
A0A024RD25,A0A024RD25_HUMAN,unreviewed,"Pim-1 oncogene, isoform CRA_a",PIM1 hCG_33220,Homo sapiens (Human),313
F5GX47,F5GX47_HUMAN,unreviewed,FGFR1 oncogene partner 2 (Fragment),FGFR1OP2,Homo sapiens (Human),60
Q14825,Q14825_HUMAN,unreviewed,MET protein (Fragment),MET,Homo sapiens (Human),22
Q5UW39,Q5UW39_HUMAN,unreviewed,L2,,Homo sapiens (Human),644
Q6LE77,Q6LE77_HUMAN,unreviewed,RB1 protein (Fragment),RB1,Homo sapiens (Human),23
B3CJA1,B3CJA1_HUMAN,unreviewed,V-myc myelocytomatosis viral oncogene homolog (Fragment),MYC,Homo sapiens (Human),267
L7RT18,L7RT18_HUMAN,unreviewed,V-crk sarcoma virus CT10 oncogene homolog (Avian),CRK,Homo sapiens (Human),304
Q8IZG7,Q8IZG7_HUMAN,unreviewed,SS18/SSX2 fusion protein (Fragment),SS18/SSX2 fusion,Homo sapiens (Human),39
B3CJ91,B3CJ91_HUMAN,unreviewed,V-myc myelocytomatosis viral oncogene homolog (Fragment),MYC,Homo sapiens (Human),267
A9XLN4,A9XLN4_HUMAN,unreviewed,FGFR1/PLAG1 fusion variant 3,FGFR1/PLAG1 fusion,Homo sapiens (Human),52
J7H9Z3,J7H9Z3_HUMAN,unreviewed,NANOGP8 (Fragment),NANOGP8,Homo sapiens (Human),121
B3CJ77,B3CJ77_HUMAN,unreviewed,V-myc myelocytomatosis viral oncogene homolog (Fragment),MYC,Homo sapiens (Human),267
B7ZBI6,B7ZBI6_HUMAN,unreviewed,Epithelial cell-transforming sequence 2 oncogene-like (Fragment),ECT2L,Homo sapiens (Human),77
A0A158SIU0,A0A158SIU0_HUMAN,unreviewed,Tet oncogene family member 2,TET2,Homo sapiens (Human),2002
Q8NFI2,Q8NFI2_HUMAN,unreviewed,MLL/SEPTIN6 fusion protein (Fragment),,Homo sapiens (Human),470
B4DL45,B4DL45_HUMAN,unreviewed,"cDNA FLJ50794, highly similar to L-myc-1 proto-oncogene protein",,Homo sapiens (Human),270
J7HB24,J7HB24_HUMAN,unreviewed,NANOGP8 (Fragment),NANOGP8,Homo sapiens (Human),130
B3CJB8,B3CJB8_HUMAN,unreviewed,V-myc myelocytomatosis viral oncogene homolog (Fragment),MYC,Homo sapiens (Human),267
B7Z3Z2,B7Z3Z2_HUMAN,unreviewed,"cDNA FLJ59710, highly similar to Proto-oncogene DBL",,Homo sapiens (Human),1005
B7Z9D2,B7Z9D2_HUMAN,unreviewed,"cDNA FLJ53617, moderately similar to Proto-oncogene tyrosine-protein kinase FGR (EC 2.7.10.2)",,Homo sapiens (Human),121
Q4JFK8,Q4JFK8_HUMAN,unreviewed,Fes/fps proto-oncogene (Fragment),FES,Homo sapiens (Human),211
A8K206,A8K206_HUMAN,unreviewed,"cDNA FLJ75155, highly similar to Homo sapiens thyroid hormone receptor, alpha (erythroblasticleukemia viral (v-erb-a) oncogene homolog, avian) (THRA),transcript variant 1, mRNA",,Homo sapiens (Human),410
B3CJC6,B3CJC6_HUMAN,unreviewed,V-myc myelocytomatosis viral oncogene homolog (Fragment),MYC,Homo sapiens (Human),252
J7H408,J7H408_HUMAN,unreviewed,NANOGP8,NANOGP8,Homo sapiens (Human),305
Q8NHX6,Q8NHX6_HUMAN,unreviewed,DNA helicase (EC 3.6.4.12),HCC5,Homo sapiens (Human),676
Q96IY7,Q96IY7_HUMAN,unreviewed,"Similar to RAB22A, member RAS oncogene family (Fragment)",,Homo sapiens (Human),77
Q708E2,Q708E2_HUMAN,unreviewed,"C-myb v-myb myeloblastosis viral oncogene homologue (avian), exon 1 and joined CDS",,Homo sapiens (Human),726
B3CJ93,B3CJ93_HUMAN,unreviewed,V-myc myelocytomatosis viral oncogene homolog (Fragment),MYC,Homo sapiens (Human),252
Q14092,Q14092_HUMAN,unreviewed,Cyclin D1 (Fragment),,Homo sapiens (Human),66
B3CJ66,B3CJ66_HUMAN,unreviewed,V-myc myelocytomatosis viral oncogene homolog (Fragment),MYC,Homo sapiens (Human),252
B2R8W8,B2R8W8_HUMAN,unreviewed,"cDNA, FLJ94098, highly similar to Homo sapiens RAB3D, member RAS oncogene family (RAB3D), mRNA",,Homo sapiens (Human),219
J7H3Y9,J7H3Y9_HUMAN,unreviewed,NANOGP8,NANOGP8,Homo sapiens (Human),305
Q12844,Q12844_HUMAN,unreviewed,Breakpoint cluster region protein (Fragment),BCR,Homo sapiens (Human),889
B3CJC8,B3CJC8_HUMAN,unreviewed,V-myc myelocytomatosis viral oncogene homolog (Fragment),MYC,Homo sapiens (Human),252
Q16031,Q16031_HUMAN,unreviewed,p55 (Fragment),erg,Homo sapiens (Human),54
J7H738,J7H738_HUMAN,unreviewed,NANOGP8,NANOGP8,Homo sapiens (Human),305
B2R8B5,B2R8B5_HUMAN,unreviewed,"cDNA, FLJ93820, highly similar to Homo sapiens vav 1 oncogene (VAV1), mRNA",,Homo sapiens (Human),845
Q6LE79,Q6LE79_HUMAN,unreviewed,RB1 protein (Fragment),RB1,Homo sapiens (Human),47
Q53GC2,Q53GC2_HUMAN,unreviewed,"RAB4A, member RAS oncogene family variant (Fragment)",,Homo sapiens (Human),218
J7H745,J7H745_HUMAN,unreviewed,NANOGP8,NANOGP8,Homo sapiens (Human),305
Q6LB30,Q6LB30_HUMAN,unreviewed,CBL2 (Fragment),C-CBL,Homo sapiens (Human),9
B6DXN3,B6DXN3_HUMAN,unreviewed,V-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene-like protein (Fragment),KIT,Homo sapiens (Human),36
A0A024RAG3,A0A024RAG3_HUMAN,unreviewed,"V-ral simian leukemia viral oncogene homolog B (Ras related GTP binding protein), isoform CRA_a",RALB hCG_17321,Homo sapiens (Human),206
Q6LEI2,Q6LEI2_HUMAN,unreviewed,Cellular fms proto-oncogene (Fragment),,Homo sapiens (Human),42
J7H9T4,J7H9T4_HUMAN,unreviewed,NANOGP8,NANOGP8,Homo sapiens (Human),305
A8K6I8,A8K6I8_HUMAN,unreviewed,"cDNA FLJ77324, highly similar to Homo sapiens RAB3B, member RAS oncogene family (RAB3B), mRNA",,Homo sapiens (Human),219
Q9NP09,Q9NP09_HUMAN,unreviewed,ERBB2 (Fragment),ERBB2,Homo sapiens (Human),36
Q16176,Q16176_HUMAN,unreviewed,Tyrosine-protein kinase (EC 2.7.10.2),lsk,Homo sapiens (Human),465
Q8IZG8,Q8IZG8_HUMAN,unreviewed,SS18/SSX2 fusion protein (Fragment),SS18/SSX2 fusion,Homo sapiens (Human),39
Q14015,Q14015_HUMAN,unreviewed,PR371 c-K-ras oncogene (Fragment),,Homo sapiens (Human),150
F5H5P4,F5H5P4_HUMAN,unreviewed,Proto-oncogene vav,VAV1,Homo sapiens (Human),789
Q2PJS8,Q2PJS8_HUMAN,unreviewed,DNA methyltransferase,DNMT3B,Homo sapiens (Human),360
B3CJD1,B3CJD1_HUMAN,unreviewed,V-myc myelocytomatosis viral oncogene homolog (Fragment),MYC,Homo sapiens (Human),267
B2R7I9,B2R7I9_HUMAN,unreviewed,"cDNA, FLJ93464, highly similar to Homo sapiens RAB7, member RAS oncogene family-like 1 (RAB7L1), mRNA",,Homo sapiens (Human),203
Q6TU33,Q6TU33_HUMAN,unreviewed,Putative AF-9/MLL fusion protein (Fragment),AF-9/MLL fusion,Homo sapiens (Human),107
B4E0X2,B4E0X2_HUMAN,unreviewed,"cDNA FLJ57286, highly similar to RAF proto-oncogene serine/threonine-protein kinase (EC 2.7.11.1)",,Homo sapiens (Human),567
Q76MZ0,Q76MZ0_HUMAN,unreviewed,Cellular oncogene c-fos (Fragment),,Homo sapiens (Human),47
B3CJA4,B3CJA4_HUMAN,unreviewed,V-myc myelocytomatosis viral oncogene homolog (Fragment),MYC,Homo sapiens (Human),252
B3CJD3,B3CJD3_HUMAN,unreviewed,V-myc myelocytomatosis viral oncogene homolog (Fragment),MYC,Homo sapiens (Human),267
Q8IZH0,Q8IZH0_HUMAN,unreviewed,SS18/SSX2 fusion protein (Fragment),SS18/SSX2 fusion,Homo sapiens (Human),39
B3CJ78,B3CJ78_HUMAN,unreviewed,V-myc myelocytomatosis viral oncogene homolog (Fragment),MYC,Homo sapiens (Human),252
A0N2G3,A0N2G3_HUMAN,unreviewed,C-myc protein (Fragment),MYC,Homo sapiens (Human),248
A0A0S2Z559,A0A0S2Z559_HUMAN,unreviewed,V-raf-1 murine leukemia viral oncogene-like protein 1 isoform 2 (Fragment),RAF1,Homo sapiens (Human),668
Q8NES0,Q8NES0_HUMAN,unreviewed,MLL/CBL fusion protein (Fragment),MLL/CBL fusion,Homo sapiens (Human),20
Q2MD50,Q2MD50_HUMAN,unreviewed,B-cell linker protein (Fragment),BASH BLNK SLP65,Homo sapiens (Human),421
G3V5N9,G3V5N9_HUMAN,unreviewed,Proto-oncogene c-Fos (Fragment),FOS,Homo sapiens (Human),137
Q9UJ51,Q9UJ51_HUMAN,unreviewed,Latrophilin-2 (Fragment),LPHH1,Homo sapiens (Human),15
Q14495,Q14495_HUMAN,unreviewed,Protein kinase (Fragment),HCAK,Homo sapiens (Human),16
Q502V9,Q502V9_HUMAN,unreviewed,MAS1 oncogene-like,MAS1L,Homo sapiens (Human),378
V9H0D2,V9H0D2_HUMAN,unreviewed,RB1 protein (Fragment),RB1,Homo sapiens (Human),17
Q8IZG3,Q8IZG3_HUMAN,unreviewed,SSX2/SS18 fusion protein (Fragment),SSX2/SS18 fusion,Homo sapiens (Human),15
Q8NI46,Q8NI46_HUMAN,unreviewed,HLC-2,,Homo sapiens (Human),77
A8K889,A8K889_HUMAN,unreviewed,"cDNA FLJ76421, highly similar to Homo sapiens RAB, member RAS oncogene family-like 5, mRNA",,Homo sapiens (Human),155
Q7Z5Q7,Q7Z5Q7_HUMAN,unreviewed,Lung cancer oncogene 5,HLC5,Homo sapiens (Human),110
Q68CL7,Q68CL7_HUMAN,unreviewed,Putative uncharacterized protein HMFN0128,HMFN0128,Homo sapiens (Human),48
Q99898,Q99898_HUMAN,unreviewed,Mutant Sos isoform 1 (Fragment),hSOS1,Homo sapiens (Human),16
V9H089,V9H089_HUMAN,unreviewed,DCC (Fragment),DCC,Homo sapiens (Human),23
Q9P2S1,Q9P2S1_HUMAN,unreviewed,T-cell leukemia/lymphoma 6 ORF119,TCL6d1,Homo sapiens (Human),119
V9H058,V9H058_HUMAN,unreviewed,RB1 protein (Fragment),RB1,Homo sapiens (Human),76
Q8WWI0,Q8WWI0_HUMAN,unreviewed,Putative oncogene GK005,,Homo sapiens (Human),110
Q16888,Q16888_HUMAN,unreviewed,Fibroblast growth factor receptor (Fragment),TK25,Homo sapiens (Human),32
Q7KZ14,Q7KZ14_HUMAN,unreviewed,Fibroblast growth factor receptor (Fragment),TK25,Homo sapiens (Human),28
Q9NRB6,Q9NRB6_HUMAN,unreviewed,Mutant fibroblast growth factor receptor 3 (Fragment),FGFR3,Homo sapiens (Human),174
Q13318,Q13318_HUMAN,unreviewed,PU.1 (Fragment),Spi-1,Homo sapiens (Human),10
C9JYL6,C9JYL6_HUMAN,unreviewed,Proto-oncogene tyrosine-protein kinase receptor Ret (Fragment),RET,Homo sapiens (Human),181
Q8WWH9,Q8WWH9_HUMAN,unreviewed,Amphiphysin IIb-1,,Homo sapiens (Human),490
Q12845,Q12845_HUMAN,unreviewed,Uncharacterized protein (Fragment),BCR,Homo sapiens (Human),278
Q8IX35,Q8IX35_HUMAN,unreviewed,Cervical cancer oncogene binding protein,,Homo sapiens (Human),111
Q8IX88,Q8IX88_HUMAN,unreviewed,NBG (Fragment),,Homo sapiens (Human),86
A3KBF6,A3KBF6_HUMAN,unreviewed,Patched homolog 1 splice variant 1C variant (Fragment),PTCH1,Homo sapiens (Human),26
Q16046,Q16046_HUMAN,unreviewed,H-RAS protein (Fragment),H-RAS,Homo sapiens (Human),37
Q2MD48,Q2MD48_HUMAN,unreviewed,B-cell linker protein (Fragment),BASH BLNK SLP65,Homo sapiens (Human),86
Q53H56,Q53H56_HUMAN,unreviewed,"Ubiquitin specific protease, proto-oncogene isoform b variant (Fragment)",,Homo sapiens (Human),916
B3CJA8,B3CJA8_HUMAN,unreviewed,V-myc myelocytomatosis viral oncogene homolog (Fragment),MYC,Homo sapiens (Human),252
Q8IZG4,Q8IZG4_HUMAN,unreviewed,SSX2/SS18 fusion protein (Fragment),SSX2/SS18 fusion,Homo sapiens (Human),15
Q3T7C5,Q3T7C5_HUMAN,unreviewed,tRNA isopentenylpyrophosphate transferase isoform 3,TRIT1,Homo sapiens (Human),360
Q7KZ06,Q7KZ06_HUMAN,unreviewed,K-RAS protein (Fragment),K-RAS,Homo sapiens (Human),37
O75813,O75813_HUMAN,unreviewed,ErbB-3 R35 (Fragment),c-erbB-3,Homo sapiens (Human),53
E5RGD7,E5RGD7_HUMAN,unreviewed,Myc proto-oncogene protein (Fragment),MYC,Homo sapiens (Human),59
Q8TCU1,Q8TCU1_HUMAN,unreviewed,Extra-cellular ribonuclease,RNASE6PL,Homo sapiens (Human),240
Q96T27,Q96T27_HUMAN,unreviewed,Ha-Ras1 proto-oncoprotein variant (Fragment),,Homo sapiens (Human),37
B4E1N6,B4E1N6_HUMAN,unreviewed,"cDNA FLJ50355, highly similar to RAF proto-oncogene serine/threonine-protein kinase (EC 2.7.11.1)",,Homo sapiens (Human),433
Q8IZH1,Q8IZH1_HUMAN,unreviewed,SS18/SSX1 fusion protein (Fragment),SS18/SSX1 fusion,Homo sapiens (Human),39
O43519,O43519_HUMAN,unreviewed,RET proto-oncogene (Fragment),RET,Homo sapiens (Human),23
Q2MD54,Q2MD54_HUMAN,unreviewed,B-cell linker protein (Fragment),BASH BLNK SLP65,Homo sapiens (Human),381
A0A0S2Z4L5,A0A0S2Z4L5_HUMAN,unreviewed,V-raf-1 murine leukemia viral oncogene-like protein 1 isoform 3 (Fragment),RAF1,Homo sapiens (Human),615
Q6LE76,Q6LE76_HUMAN,unreviewed,RB1 protein (Fragment),RB1,Homo sapiens (Human),9
Q9P2S0,Q9P2S0_HUMAN,unreviewed,T-cell leukemia/lymphoma 6 ORF163,TCL6e1,Homo sapiens (Human),163
Q3T7C3,Q3T7C3_HUMAN,unreviewed,tRNA isopentenylpyrophosphate transferase isoform 4,TRIT1,Homo sapiens (Human),87
Q6FH41,Q6FH41_HUMAN,unreviewed,"THRA protein (Thyroid hormone receptor, alpha (Erythroblastic leukemia viral (V-erb-a) oncogene homolog, avian), isoform CRA_b) (Thyroid normone nuclear receptor alpha variant 1) (Fragment)",THRA NR1A1 hCG_1749555,Homo sapiens (Human),410
Q6FGP0,Q6FGP0_HUMAN,unreviewed,"MRAS protein (Muscle RAS oncogene homolog, isoform CRA_a) (cDNA FLJ42964 fis, clone BRSTN2013741, highly similar to Ras-related protein M-Ras) (Fragment)",MRAS hCG_17104,Homo sapiens (Human),208
Q3T7B4,Q3T7B4_HUMAN,unreviewed,"tRNA dimethylallyltransferase, mitochondrial (tRNA isopentenylpyrophosphate transferase isoform 7)",TRIT1,Homo sapiens (Human),85
J7HAY6,J7HAY6_HUMAN,unreviewed,NANOGP8 (Fragment),NANOGP8,Homo sapiens (Human),124
B0LPE5,B0LPE5_HUMAN,unreviewed,"V-akt murine thymoma viral oncogene homolog 1 (V-akt murine thymoma viral oncogene homolog 1, isoform CRA_a) (V-akt murine thymoma viral oncogene-like protein 1 isoform 1)",AKT1 hCG_96740,Homo sapiens (Human),480
A0A024R7T1,A0A024R7T1_HUMAN,unreviewed,"Ret proto-oncogene (Multiple endocrine neoplasia and medullary thyroid carcinoma 1, Hirschsprung disease), isoform CRA_a",RET hCG_22740,Homo sapiens (Human),860
A0A024R5J5,A0A024R5J5_HUMAN,unreviewed,"H.sapiens ras-related Hrab6 protein (RAB6A, member RAS oncogene family, isoform CRA_a)",RAB6A hCG_1773959,Homo sapiens (Human),208
J7H4F6,J7H4F6_HUMAN,unreviewed,NANOG (Fragment),NANOG,Homo sapiens (Human),138
A0A024RB84,A0A024RB84_HUMAN,unreviewed,"V-erb-b2 erythroblastic leukemia viral oncogene homolog 3 (Avian), isoform CRA_a",ERBB3 hCG_24980,Homo sapiens (Human),1342
A0A024R1R5,A0A024R1R5_HUMAN,unreviewed,"Platelet-derived growth factor beta polypeptide (Simian sarcoma viral (V-sis) oncogene homolog), isoform CRA_a",PDGFB hCG_2015192,Homo sapiens (Human),210
Q16525,Q16525_HUMAN,unreviewed,C-H-ras-1 gene with novel codon 13 mutation (MDS N-ras oncogene exon 1 MDS = myelodysplastic syndrome) (Fragment),,Homo sapiens (Human),37
A0A024R7T2,A0A024R7T2_HUMAN,unreviewed,Proto-oncogene tyrosine-protein kinase receptor Ret (EC 2.7.10.1),RET hCG_22740,Homo sapiens (Human),1114
D6R992,D6R992_HUMAN,unreviewed,"Transcription factor RelB (V-rel reticuloendotheliosis viral oncogene homolog B, nuclear factor of kappa light polypeptide gene enhancer in B-cells 3 (Avian))",RELB hCG_22137,Homo sapiens (Human),576
A8K5R1,A8K5R1_HUMAN,unreviewed,"RAB30, member RAS oncogene family, isoform CRA_a (cDNA FLJ78283, highly similar to Homo sapiens RAB30, member RAS oncogene family (RAB30), mRNA) (cDNA, FLJ92634, Homo sapiens RAB30, member RAS oncogene family (RAB30), mRNA)",RAB30 hCG_27287,Homo sapiens (Human),203
Q708E1,Q708E1_HUMAN,unreviewed,"C-myb v-myb myeloblastosis viral oncogene homologue (avian), exon 1 and joined CDS (Transcriptional activator Myb) (V-myb myeloblastosis viral oncogene homolog (Avian), isoform CRA_d) (V-myb myeloblastosis viral oncogene homologue (Avian))",c-myb MYB hCG_32380,Homo sapiens (Human),612
Q9BYZ7,Q9BYZ7_HUMAN,unreviewed,Transporter,SLC6A18 hCG_1991125,Homo sapiens (Human),397
Q5U091,Q5U091_HUMAN,unreviewed,"Neuroblastoma RAS viral (V-ras) oncogene homolog (Neuroblastoma RAS viral (V-ras) oncogene homolog, isoform CRA_a)",NRAS hCG_38454,Homo sapiens (Human),189
Q5U079,Q5U079_HUMAN,unreviewed,"Jun B proto-oncogene (cDNA, FLJ94337, Homo sapiens jun B proto-oncogene (JUNB), mRNA)",JUNB hCG_172481,Homo sapiens (Human),347
Q6IC14,Q6IC14_HUMAN,unreviewed,"RABL2A protein (RABL2B protein) (cDNA FLJ78724, highly similar to Homo sapiens RAB, member of RAS oncogene family-like 2B (RABL2B), transcript variant 1, mRNA)",RABL2B RABL2A,Homo sapiens (Human),229
Q2MD59,Q2MD59_HUMAN,unreviewed,B-cell linker protein (Fragment),BASH BLNK SLP65,Homo sapiens (Human),299
O14909,O14909_HUMAN,unreviewed,"Discs, large homolog 4 (Drosophila), isoform CRA_d (Disks large homolog 4) (Tax interaction protein 15)",DLG4 hCG_40530,Homo sapiens (Human),296
A0A024RBV5,A0A024RBV5_HUMAN,unreviewed,"RAB9A, member RAS oncogene family, isoform CRA_a",RAB9A hCG_19693,Homo sapiens (Human),201
J7H7C4,J7H7C4_HUMAN,unreviewed,NANOGP8 (Fragment),NANOGP8,Homo sapiens (Human),130
L7RSL8,L7RSL8_HUMAN,unreviewed,"V-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog (V-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog, isoform CRA_a)",KRAS hCG_14731,Homo sapiens (Human),189
A4KYM5,A4KYM5_HUMAN,unreviewed,Inhibitor of growth family member 4 variant deltaEx3 (Inhibitor of growth protein 4),ING4,Homo sapiens (Human),51
A0A024R5H8,A0A024R5H8_HUMAN,unreviewed,"RAB6A, member RAS oncogene family, isoform CRA_b",RAB6A hCG_1773959,Homo sapiens (Human),208
X5D945,X5D945_HUMAN,unreviewed,"Harvey rat sarcoma viral oncoprotein isoform A (V-Ha-ras Harvey rat sarcoma viral oncogene homolog, isoform CRA_a) (Fragment)",HRAS hCG_18616,Homo sapiens (Human),189
Q15635,Q15635_HUMAN,unreviewed,Oncogene (Ubiquitin carboxyl-terminal hydrolase 6),tre USP6,Homo sapiens (Human),376
Q6FG41,Q6FG41_HUMAN,unreviewed,"FOS protein (V-fos FBJ murine osteosarcoma viral oncogene homolog, isoform CRA_a) (cDNA FLJ76842, highly similar to Homo sapiens v-fos FBJ murine osteosarcoma viral oncogene homolog (FOS), mRNA)",FOS hCG_22355,Homo sapiens (Human),380
A0A024RBA9,A0A024RBA9_HUMAN,unreviewed,"RAB21, member RAS oncogene family, isoform CRA_a",RAB21 hCG_1641532,Homo sapiens (Human),225
A0A024RB87,A0A024RB87_HUMAN,unreviewed,"RAP1B, member of RAS oncogene family, isoform CRA_a",RAP1B hCG_15982,Homo sapiens (Human),184
Q7RU07,Q7RU07_HUMAN,unreviewed,"Cervical cancer oncogene 9 (Small membrane protein 1) (Transmembrane protein 50A) (Transmembrane protein 50A, isoform CRA_a)",SMP1 TMEM50A hCG_23247,Homo sapiens (Human),157
Q86SJ0,Q86SJ0_HUMAN,unreviewed,LAPTM4B (Lysosome-associated protein transmembrane 4 beta) (Fragment),LAPTM4B,Homo sapiens (Human),124
A0A024R7G2,A0A024R7G2_HUMAN,unreviewed,"RAB3D, member RAS oncogene family, isoform CRA_b",RAB3D hCG_29958,Homo sapiens (Human),219
Q3T907,Q3T907_HUMAN,unreviewed,"DNA-binding protein Ikaros (Zinc finger protein, subfamily 1A, 1 (Ikaros)) (Fragment)",ZNFN1A1 IKZF1,Homo sapiens (Human),67
A2RU94,A2RU94_HUMAN,unreviewed,"RAB27A, member RAS oncogene family (RAB27A, member RAS oncogene family, isoform CRA_a) (cDNA, FLJ93274, Homo sapiens RAB27A, member RAS oncogene family (RAB27A), mRNA)",RAB27A hCG_38865,Homo sapiens (Human),221
A0A0B4J1R1,A0A0B4J1R1_HUMAN,unreviewed,"Myc proto-oncogene protein (V-myc myelocytomatosis viral oncogene homolog (Avian), isoform CRA_b)",MYC hCG_15917,Homo sapiens (Human),257
A8MTC6,A8MTC6_HUMAN,unreviewed,"RAB37, member RAS oncogene family, isoform CRA_a (Ras-related protein Rab-37)",RAB37 hCG_1986458,Homo sapiens (Human),189
A0A024RD41,A0A024RD41_HUMAN,unreviewed,"RAB23, member RAS oncogene family, isoform CRA_a",RAB23 hCG_17135,Homo sapiens (Human),237
Q59EW3,Q59EW3_HUMAN,unreviewed,"RAB18, member RAS oncogene family variant (Fragment)",,Homo sapiens (Human),127
